"hotel_id","name","description","brand","address.addr1","address.city","address.city_id","address.region","address.country","address.postal_code","street_address","latitude","longitude","neighborhood[0]","neighborhood[1]","margin_level","base_price","sale_price","phone","star_rating","email","guest_rating[0].rating_system","guest_rating[0].score","guest_rating[0].number_of_reviewers","image[0].url","image[0].tag","image[1].url","image[1].tag","loyalty_program","url"
"HT0004_6N","ALFA HOTEL - 6 Nuits","6 nuits a l'Alfa Hotel 3 etoiles. Situation pratique pres du port de Yenikapi pour excursions maritimes. Restaurant avec cuisine turque traditionnelle, bar lounge pour soirees detendues.","Honey Travel Cheraga","Kennedy Cd. No:10, Yenikapi","Istanbul","","Istanbul","TR","34000","Kennedy Cd. No:10, Yenikapi","41.0059","28.9543","Yenikapi","Istanbul","","36250.00","34437.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0004_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0004_6N"
"HT0004_7N","ALFA HOTEL - 7 Nuits","Semaine complete a l'Alfa Hotel Yenikapi 3 etoiles. À 25 min a pied de la Mosquee Bleue. Chambres insonorisees avec climatisation, TV ecran plat. Ideal pour voyageurs affaires et loisirs.","Honey Travel Cheraga","Kennedy Cd. No:10, Yenikapi","Istanbul","","Istanbul","TR","34000","Kennedy Cd. No:10, Yenikapi","41.0059","28.9543","Yenikapi","Istanbul","","41250.00","39187.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0004_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0004_7N"
"HT0005_4N","MATIAT HOTEL - 4 Nuits","Matiat Hotel 3 etoiles a Laleli, a proximite immediate de la mosquee Laleli. Établissement familial avec chambres climatisees, service 24h/24. Petit-dejeuner continental inclus.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","28750.00","27312.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0005_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0005_4N"
"HT0005_6N","MATIAT HOTEL - 6 Nuits","Sejour 6 nuits au Matiat Hotel Laleli 3 etoiles. Situe a moins d'1 km du Grand Bazar dans le quartier textile. Chambres avec minibar, salle de bain privee. Acces facile au tramway.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","36250.00","34437.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0005_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0005_6N"
"HT0005_7N","MATIAT HOTEL - 7 Nuits","Semaine au Matiat Hotel 3 etoiles Istanbul. Localisation centrale a Fatih pour visiter Sultanahmet, Sainte-Sophie et Topkapi. Service de blanchisserie disponible, reception multilingue.","Honey Travel Cheraga","Fevzi Pasa Cd. No:15, Fatih","Istanbul","","Istanbul","TR","34000","Fevzi Pasa Cd. No:15, Fatih","41.0084","28.9784","Fatih","Istanbul","","41250.00","39187.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0005_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0005_7N"
"HT0006_4N","OZBEK HOTEL - 4 Nuits","Ozbek Hotel 3 etoiles authentique a Laleli, a 5 min en voiture du Grand Bazar. Vue mer depuis certaines chambres, WiFi gratuit, petit-dejeuner buffet. Service de change et concierge.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","28750.00","27312.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0006_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0006_4N"
"HT0006_6N","OZBEK HOTEL - 6 Nuits","6 nuits a l'Ozbek Hotel 3 etoiles, etablissement traditionnel turc avec decoration locale. Chambres avec TV satellite, minibar. À 20 min a pied du musee de la presse TGC.","Honey Travel Cheraga","Istanbul Cd. No:1, Istanbul Center","Istanbul","","Istanbul","TR","34000","Istanbul Cd. No:1, Istanbul Center","41.0082","28.9784","Default","Istanbul","","36250.00","34437.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0006_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0006_6N"
"HT0006_7N","OZBEK HOTEL - 7 Nuits","Sejour d'une semaine a l'Ozbek Hotel Laleli 3 etoiles. Excellent rapport qualite-prix pour familles. Proche arrêts de bus et tramway. Personnel serviable parlant anglais.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","41250.00","39187.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0006_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0006_7N"
"HT0007_4N","GRAND ONS HOTEL - 4 Nuits","Grand Ons Hotel 3 etoiles, etablissement familial prive de 92 chambres a Laleli. Terrasse panoramique, restaurant et bar sur place. À 5 min a pied du Grand Bazar historique.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","32500.00","30875.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0007_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0007_4N"
"HT0007_6N","GRAND ONS HOTEL - 6 Nuits","6 nuits au Grand Ons 3 etoiles avec service de concierge et bureau de tourisme. Chambres insonorisees avec climatisation. Ideal pour shopping dans le quartier textile de Laleli.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","43750.00","41562.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0007_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0007_6N"
"HT0007_7N","GRAND ONS HOTEL - 7 Nuits","Semaine complete au Grand Ons Hotel Laleli 3 etoiles. Service 24h/24, ascenseur, chambres familiales disponibles. Petit-dejeuner buffet turc et international. Acces facile transports.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","50000.00","47500.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0007_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0007_7N"
"HT0008_4N","DEKOR HOTEL OLD TOWN - 4 Nuits","Dekor Hotel 3 etoiles dans le vieux Laleli, a 1 km du Grand Bazar. Chambres insonorisees avec mobilier en bois, minibar, TV LCD. Petit-dejeuner buffet dans salle a manger elegante.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","37500.00","35625.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0008_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0008_4N"
"HT0008_6N","DEKOR HOTEL OLD TOWN - 6 Nuits","Sejour 6 nuits au Dekor Hotel Old Town 3 etoiles. À 5 min a pied du port de Yenikapi pour traversee maritime. Restaurant a la carte proposant specialites turques. WiFi gratuit.","Honey Travel Cheraga","Kennedy Cd. No:10, Yenikapi","Istanbul","","Istanbul","TR","34000","Kennedy Cd. No:10, Yenikapi","41.0059","28.9543","Yenikapi","Istanbul","","50000.00","47500.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0008_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0008_6N"
"HT0008_7N","DEKOR HOTEL OLD TOWN - 7 Nuits","Semaine au Dekor Hotel Laleli 3 etoiles. Mosquee Bleue, Sainte-Sophie et Palais Topkapi accessibles a 2 km. Chambres avec fenêtres insonorisees, coffre-fort. Service navette aeroport.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","55000.00","52250.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0008_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0008_7N"
"HT0009_4N","ELITE PALACE HOTEL - 4 Nuits","Elite Palace Hotel 4 etoiles a Yenikapi avec 47 chambres standard. Terrasse restaurant avec vue sur la mer Marmara, cafe et lobby elegant. Minibar et WiFi gratuit dans toutes les chambres.","Honey Travel Cheraga","Kennedy Cd. No:10, Yenikapi","Istanbul","","Istanbul","TR","34000","Kennedy Cd. No:10, Yenikapi","41.0059","28.9543","Yenikapi","Istanbul","","31250.00","29687.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0009_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0009_4N"
"HT0009_6N","ELITE PALACE HOTEL - 6 Nuits","6 nuits a l'Elite Palace 4 etoiles, etablissement recent avec restaurant panoramique. Situe a 25 min a pied du Pont de Galata. Chambres modernes avec salle de bain complete, seche-cheveux.","Honey Travel Cheraga","Istanbul Cd. No:1, Istanbul Center","Istanbul","","Istanbul","TR","34000","Istanbul Cd. No:1, Istanbul Center","41.0082","28.9784","Default","Istanbul","","40000.00","38000.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0009_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0009_6N"
"HT0009_7N","ELITE PALACE HOTEL - 7 Nuits","Semaine de luxe a l'Elite Palace Hotel 4 etoiles Yenikapi. Proche gare Marmaray pour liaison Asie-Europe. Petit-dejeuner buffet varie avec vue, service chambre 24h/24. Parking disponible.","Honey Travel Cheraga","Kennedy Cd. No:10, Yenikapi","Istanbul","","Istanbul","TR","34000","Kennedy Cd. No:10, Yenikapi","41.0059","28.9543","Yenikapi","Istanbul","","45000.00","42750.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0009_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0009_7N"
"HT0010_4N","HAMIT HOTEL VEZNEClLER - 4 Nuits","Hamit Hotel Vezneciler 3 etoiles pres de l'Universite d'Istanbul. Repute pour service exceptionnel malgre categorie 3 etoiles. Petit-dejeuner copieux avec produits locaux. À 5 min du tramway.","Honey Travel Cheraga","Sehzadebasi Cd. No:3, Vezneciler","Istanbul","","Istanbul","TR","34000","Sehzadebasi Cd. No:3, Vezneciler","41.0133","28.9636","Vezneciler","Istanbul","","38750.00","36812.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0010_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0010_4N"
"HT0010_6N","HAMIT HOTEL VEZNEClLER - 6 Nuits","6 nuits au Hamit Hotel 3 etoiles, gere par Malik et son equipe aux petits soins. Mosquee Suleymaniye a proximite, Grand Bazar a 10 min. Chambres avec climatisation, coffre-fort, bouilloire.","Honey Travel Cheraga","Istanbul Cd. No:1, Istanbul Center","Istanbul","","Istanbul","TR","34000","Istanbul Cd. No:1, Istanbul Center","41.0082","28.9784","Default","Istanbul","","51250.00","48687.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0010_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0010_6N"
"HT0010_7N","HAMIT HOTEL VEZNEClLER - 7 Nuits","Semaine au Hamit Hotel Vezneciler 3 etoiles. Localisation parfaite entre metro Vezneciler et tramway Laleli. Excellent rapport qualite-prix, personnel multilingue tres serviable.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","58750.00","55812.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0010_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0010_7N"
"HT0011_4N","SILVANA HOTEL - 4 Nuits","Silvana Hotel 3 etoiles a Laleli, a 4 min a pied du tramway Aksaray. Chambres insonorisees avec climatisation, service 24h/24. Quartier commercant anime avec restaurants et bazars.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","38750.00","36812.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0011_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0011_4N"
"HT0011_6N","SILVANA HOTEL - 6 Nuits","6 nuits au Silvana Hotel Laleli 3 etoiles. Proche mosquee Laleli et centres commerciaux locaux. Chambres avec TV satellite, minibar, salle de bain privee avec articles de toilette.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","51250.00","48687.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0011_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0011_6N"
"HT0011_7N","SILVANA HOTEL - 7 Nuits","Sejour d'une semaine au Silvana 3 etoiles Istanbul. Emplacement central a Fatih pour explorer sites historiques. Service de blanchisserie, concierge pour reservations excursions.","Honey Travel Cheraga","Fevzi Pasa Cd. No:15, Fatih","Istanbul","","Istanbul","TR","34000","Fevzi Pasa Cd. No:15, Fatih","41.0084","28.9784","Fatih","Istanbul","","58750.00","55812.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0011_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0011_7N"
"HT0012_4N","MARMARA PALACE OLD CITY - 4 Nuits","Marmara Palace Old City 3 etoiles au cœur de Laleli. Piscine interieure, sauna et hammam turc inclus. À 25 min a pied des zones historiques. Chambres avec WiFi, climatisation.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","37500.00","35625.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0012_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0012_4N"
